4
4
 -0.000641459 -0.000894252 0.00542893 0.00421707 0.015335 -0.00253066 0.0451908 0.0307362 0.000834674 0.001984 0.0444876 0.0352495 0.000652536 0.000105969 0.00642754 0.00547212 -0.00762099 -0.00319204 0.035962 0.0253317 0.217964 0.0315873 0.352905 0.189149 -0.0586734 0.0515196 0.324316 0.234894 0.00522806 0.000850252 0.0474072 0.0390423 -0.00637874 0.00179462 0.0351713 0.0259152 0.216091 -0.0346159 0.349637 0.193404 -0.0558628 -0.0509346 0.333126 0.24631 0.00512728 -0.000185893 0.0475985 0.0385898 -0.000457167 0.000592689 0.00522558 0.00413986 0.0162337 0.00164804 0.0452928 0.0316982 0.00267921 -0.00191678 0.0465822 0.0359772 0.000791434 8.95056e-005 0.00631569 0.00562903 
 -0.000755631 -0.000722356 0.00428925 0.00347136 0.00408191 -0.00701074 0.028638 0.0242634 0.0266 -2.18409e-005 0.0522878 0.0328201 0.000737099 0.000830312 0.00653805 0.00587029 -0.00786985 -0.00224952 0.0283786 0.0215507 0.0227455 -0.0375101 0.159519 0.126719 0.294458 -0.00198249 0.454297 0.226643 -0.00132735 0.0062973 0.0492266 0.0411756 -0.00738887 0.00243698 0.0280876 0.0221885 0.0199026 0.0355065 0.160627 0.129179 0.30387 0.00596956 0.465707 0.224881 -0.00179223 -0.00569225 0.04841 0.0401744 -0.000785086 0.000875505 0.00454656 0.00372682 0.00338155 0.00734737 0.0295711 0.0239224 0.0273379 -0.000324858 0.0531535 0.0328136 0.000775897 -0.00102638 0.00627665 0.00549555 
 -0.0011024 -0.000464175 0.00656087 0.00526675 -0.00191022 -0.00432012 0.0460499 0.032138 0.0160117 -0.00110149 0.0487763 0.0334521 0.00102081 0.000381989 0.00661767 0.00537213 -0.00638951 -0.00291112 0.044819 0.0360031 -0.0612009 -0.0462931 0.335329 0.223399 0.203477 -0.0213656 0.369298 0.20169 0.00694845 0.00331713 0.0490648 0.0371861 -0.00594187 0.00187778 0.0452529 0.036172 -0.053436 0.0429764 0.326929 0.218835 0.198101 0.0211667 0.363135 0.201509 0.00651411 -0.00375278 0.0480533 0.0359917 -0.000598611 0.000238162 0.00648061 0.00522448 -0.00277091 0.00301207 0.045352 0.0323151 0.0170058 -0.000232006 0.0471352 0.0330372 0.000969509 -0.000537415 0.00621258 0.00507785 
 -3.81385e-005 3.26562e-005 0.00690434 0.00449938 0.027744 0.00287092 0.0599333 0.0288138 0.00398073 0.0101212 0.0294372 0.0230402 -0.000885743 0.000898745 0.00415251 0.00339129 -0.00405745 -0.00188329 0.0473096 0.0298141 0.290389 0.0246362 0.49263 0.179848 -0.00158736 0.0410754 0.139841 0.10336 -0.00809338 0.00334385 0.0280808 0.0190288 -0.00277461 0.00044474 0.0457455 0.0311067 0.296191 -0.0254376 0.491656 0.180613 0.00406062 -0.0291548 0.135764 0.107704 -0.00826671 -0.00099694 0.0269015 0.01901 -1.06349e-007 1.87334e-005 0.00627438 0.00455214 0.0309616 -0.00247253 0.0618528 0.0302068 0.00408011 -0.0104704 0.0283954 0.0245026 -0.000920226 -0.00101602 0.00426535 0.00365926 
 -0.00065499 -0.00144229 0.00612216 0.00463855 0.0223592 -0.00232948 0.0520514 0.0346745 0.00161727 0.00539744 0.0412476 0.0407034 4.15607e-005 1.45748e-005 0.00577735 0.00576103 -0.00906141 -0.00335101 0.0359457 0.0271912 0.28521 0.0310175 0.399295 0.195024 -0.0615286 0.0224358 0.245527 0.219521 0.0017545 -0.000377804 0.0422908 0.0377293 -0.00639218 0.00203406 0.032181 0.027966 0.18485 -0.0786026 0.313788 0.256915 -0.0147638 -0.143068 0.272792 0.334233 0.00437022 -0.00501618 0.0424874 0.042904 -0.00028552 0.000505458 0.00471212 0.00452361 0.0101193 0.00515688 0.0405086 0.0371336 0.00595555 0.00454618 0.0418851 0.0424831 0.00129543 0.000440885 0.00578322 0.00674363 
 -0.000847529 -0.000500887 0.00540061 0.00468395 0.0066232 -0.00321714 0.0390071 0.0369539 0.00639826 -0.00187035 0.0372396 0.0411076 0.000925439 0.000125062 0.00557836 0.00584248 -0.00719856 -0.00419824 0.0372284 0.0296184 0.145866 0.0551135 0.300624 0.248809 0.000986706 0.123157 0.272837 0.319698 0.00644291 0.00418128 0.044229 0.0474448 -0.00861433 0.00242169 0.0379843 0.0291736 0.253595 -0.0161787 0.381835 0.211529 -0.0508104 -0.0114761 0.289883 0.27509 0.0029791 0.00212423 0.0473467 0.0444767 -0.000775222 0.00110628 0.00570818 0.00474358 0.0204196 0.00285993 0.050823 0.0387381 0.00366006 -0.00444176 0.0442054 0.0433358 0.00032594 0.000189587 0.00605243 0.00603899 
 -0.000105682 -0.000764262 0.00444386 0.00313941 0.0240981 -0.000593368 0.0464073 0.0211334 -0.0115119 0.00336205 0.0445153 0.0235787 0.000194564 -0.00021811 0.00582952 0.00388325 -0.00390938 -0.00271702 0.0307823 0.017618 0.282776 0.0255895 0.378782 0.127426 -0.173131 0.0298333 0.357597 0.156804 0.00409892 -0.00197353 0.0418623 0.0253945 -0.00378165 0.00243926 0.0314409 0.0184003 0.284077 -0.0237559 0.38121 0.12374 -0.183441 -0.0347093 0.368839 0.149253 0.00369661 3.43941e-005 0.0404304 0.0238952 -0.000288989 0.000562308 0.00470431 0.00306944 0.0243742 -0.000887715 0.0462176 0.0214938 -0.0124903 -0.00422118 0.0479959 0.0227233 0.000567355 0.000186874 0.00579611 0.00372723 
 -0.000959586 -0.000988476 0.00587613 0.00443644 0.00971446 -0.00397714 0.0448082 0.0301384 0.00679105 0.00187414 0.0558185 0.0358841 0.00138031 0.000511656 0.00864101 0.00646773 -0.0107412 -0.00238512 0.0400137 0.0268619 0.171323 0.0112017 0.343689 0.18021 -0.00360287 0.0180375 0.420532 0.233578 0.00818894 0.00110938 0.0616549 0.0450019 -0.00653434 0.000163824 0.0386027 0.0282522 0.128855 -0.0274011 0.311457 0.188469 0.0363663 -0.0298642 0.400364 0.235862 0.00982962 0.00130875 0.0601722 0.0434444 -0.000423724 0.000109025 0.0056885 0.0042273 0.00830732 -0.00026395 0.0422624 0.0294204 0.0146743 -0.00243709 0.0521217 0.0355942 0.00110948 -0.000450652 0.00765905 0.00615794 
 -0.0010856 -0.000899378 0.00449491 0.00404009 0.00582659 -0.0115174 0.0300526 0.0293714 0.0314231 -0.00114747 0.0539317 0.0417448 0.00116002 0.00164008 0.0071455 0.00730436 -0.00960109 -0.00185601 0.0290589 0.0251289 0.027749 -0.0161366 0.152967 0.130712 0.347067 -0.0203314 0.472487 0.287919 -0.004106 -0.000929962 0.0546408 0.0519332 -0.00722054 0.00582457 0.0281845 0.0271927 0.0593804 0.0761725 0.189427 0.193042 0.207652 0.00314824 0.353615 0.297227 0.00685304 -0.0166467 0.0481349 0.0503538 -0.000475954 0.000839924 0.00452569 0.00430787 0.00771456 0.00823493 0.0344229 0.0316508 0.0139735 0.00372739 0.0408191 0.0386469 0.00130031 0.000259639 0.0056792 0.00599729 
 -0.000787579 -0.000509009 0.00434655 0.0029008 0.00204745 -0.004946 0.0248551 0.0180338 0.0401282 0.00212972 0.0560237 0.0281493 0.00034696 0.00145144 0.00572252 0.00510723 -0.00650748 -0.0005045 0.0292227 0.0174012 0.00258907 -0.0218294 0.153738 0.091972 0.40138 0.00986474 0.475975 0.160023 -0.00669174 0.00857368 0.0390271 0.0276607 -0.00676003 0.0006111 0.0293995 0.0185705 0.00336193 0.0210688 0.148589 0.0913116 0.396422 -0.00863153 0.469536 0.150398 -0.00561026 -0.0091133 0.0376608 0.0268217 -0.000716576 0.000359655 0.00436295 0.00281651 0.00295553 0.0051482 0.0256669 0.0168986 0.0389647 -0.00172234 0.0551916 0.026573 0.000416929 -0.00169892 0.0054335 0.00473081 
